series_title,imdb_rating,age_of_series,r_rated,no_of_seasons,sentiment,multiple_platforms,netflix,hulu,prime_video,true_crime,world_war,award_winning,serial_killer,emmy_award,love,genre_gameshow,genre_animation,genre_children,genre_crime,genre_drama,genre_anime,genre_comedy,genre_documentary,genre_reality,genre_fiction,genre_actionadventure,genre_homegarden,genre_standuptalk
Dinner with Dad,6.4,3,0,1,-0.296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legends of Power with Tony Robinson,6.4,17,0,1,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal PD,6.4,2,0,1,-0.8074,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Queens of Comedy,6.4,3,0,1,0.8555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Celebrity Home Raiders,6.4,6,0,1,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lights and Shadows,6.4,9,0,1,0.4709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Best Baker in America,6.4,3,0,3,0.8952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prom Queens,6.4,8,0,1,0.0498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hopelessly In Love,6.4,0,0,1,0.7906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
I Found The Gown,6.7,8,0,3,0.7003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lost on Everest,6.4,0,0,1,-0.7003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshal Law: Texas,8.3,7,0,1,-0.0258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Guy's Big Project,6.5,3,0,1,0.8807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
House Doctor,4.8,22,0,7,0.7951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pumpkin Reports,7.5,5,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Culture in Decline,8.4,8,0,1,0.4767,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
You Can't Turn That Into A House,7.8,3,0,1,-0.0606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
You're Whole,6.5,8,0,2,0.8651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bangkok Love Stories: Objects of Affection,5.4,1,0,1,0.9118,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Zashiki-Warashi no Tatami-chan,4.9,0,0,1,0.5688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Say Yes to the Dress: Randy Knows Best,6.1,9,0,11,0.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Whose Wedding Is It Anyway?,6.4,17,0,9,0.9417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shingu: Secret of the Stellar Wars,7.0,19,0,1,-0.1082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Lachey's Bar,6.1,5,0,1,0.6335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7th Street Theater,6.4,13,0,3,0.3353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Flying Through Time,6.4,16,0,1,0.8687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RW/RR Challenge: The Ruins,6.4,11,0,1,-0.7506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Nutshack,1.6,13,0,2,-0.4048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Hot Gay Comics,4.0,12,1,1,0.9544,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hackers of CypherCon,7.3,2,0,2,0.5106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
My Crazy Obsession,6.1,8,0,2,-0.8678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
I Was Possessed,5.5,5,0,1,0.5829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Wrench Wars,5.7,2,0,1,-0.8555,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Civilisation,6.4,5,0,1,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outback Hunters,5.2,8,0,1,0.4728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Little Rascals Classics,6.4,89,0,1,-0.5994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vegimer,6.4,5,0,1,0.3818,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zombie House Flipping,6.4,4,0,3,0.4902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekai Ichi Hatsukoi - World's Greatest First Love,6.4,9,0,1,0.9584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Houdini's Last Secrets,5.2,1,0,1,0.6932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Days of Urashimasakatasen,6.4,1,0,1,0.8013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Evan Goes Wild,7.7,1,0,1,0.8176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Kong: The Animated Series,5.8,20,0,1,0.8396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Christmas Through the Decades,7.9,5,0,1,0.9423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Howie Mandel's Animals Doing Things,3.2,2,0,2,0.9494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mongo Wrestling Alliance,3.6,9,1,1,0.3353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
art21,7.1,19,0,9,0.7096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Atlanta Exes,5.7,6,0,1,0.6249,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Behind the Bar,4.3,9,0,1,0.9114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELeague,6.4,4,0,9,-0.6369,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eat Your Words,8.0,5,0,1,0.6573,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PBS Space Time,8.5,5,0,6,-0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Date,6.8,3,0,1,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirate Treasure of the Knights Templar,5.2,5,0,1,0.955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Bible Rules,6.8,6,0,1,-0.3919,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Tsukiuta,5.9,4,0,1,-0.296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Man v Expert,7.9,5,0,1,0.9248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Lost Tapes: Pearl Harbor,7.9,4,0,2,0.2449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Team America,6.6,11,0,2,-0.0258,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RErideD – Derrida, who leaps through time –",6.2,2,0,1,-0.1082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Killers: Behind the Myth,7.0,6,0,3,-0.8548,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Shark Gordon,8.3,20,0,1,0.0258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
乱歩奇譚: Game of Laplace,5.8,5,1,1,-0.8885,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Dark Web Exposed,4.8,1,0,1,-0.9334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Paint Me a Story,6.8,6,0,2,0.6369,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bring the Funny,3.9,1,0,1,0.9852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Cinderella Nine,5.3,1,0,1,0.9495,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Starter Wives Confidential,5.8,7,0,1,0.1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Road Hauks,7.4,3,0,1,0.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Roughing It,7.0,18,0,1,0.6124,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Earth Odyssey with Dylan Dreyer,7.6,1,0,2,0.6983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Quest for the Bay,7.8,18,0,1,0.5423,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
American High School,6.8,4,0,1,-0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Music City,5.2,2,0,2,0.5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Xploration Outer Space,7.7,6,0,5,0.3612,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SciGirls,7.4,10,0,5,0.9716,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pompidou,4.0,5,0,1,-0.2263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
My Crazy Birth Story,6.0,1,0,1,-0.7274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Treehouse Guys,7.1,6,0,3,0.743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Gordon the Garden Gnome,7.2,15,0,1,0.8074,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Suspects: True Australian Thrillers,7.9,10,0,1,-0.7351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Maharakshak Devi,6.1,5,0,1,0.024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magikano,5.9,14,0,1,0.3566,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gorgeous Butterfly: Young Nobunaga,6.3,1,0,1,0.7783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Stevie J & Joseline Go Hollywood,6.6,4,0,1,-0.1739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sweat Equity,6.7,14,0,9,0.9421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Conversations in L.A.,6.6,3,0,3,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chiro and Friends,7.6,13,0,1,0.936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decisiones Extremas,6.8,5,0,2,0.2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Rather Reports,7.6,14,0,9,-0.5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unlivable,7.4,6,0,1,0.9132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
RePlay,8.0,4,0,1,0.9321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wishenpoof!,4.5,5,0,4,0.9725,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Im Reich der Wolga,5.8,1,0,1,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vipo: Adventures of the Flying Dog,5.9,13,0,2,0.9945,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Out There with Jack Randall,7.1,1,0,1,0.4767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hilarious Helmet History,6.3,3,0,1,0.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hear Me. Love Me.,3.1,2,0,1,0.8959,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Darwin and Newts,7.5,2,0,1,0.9284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Say Yes to the Dress: Big Bliss,4.7,10,0,3,0.9442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dork Hunters from Outer Space,5.1,12,0,2,-0.4243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Making a Model with Yolanda Hadid,6.6,2,0,1,0.2732,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How Tech Works,6.2,4,0,1,0.2732,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Norman Picklestripes,6.7,1,0,1,0.9337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Martin Lawrence Presents 1st Amendment Stand-Up,6.8,13,0,5,0.9328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Betty Boop,6.8,88,0,13,-0.1531,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
In a Man's World,6.8,1,0,1,0.802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Life with La Toya,6.8,7,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Yaya et Zouk,3.7,5,0,1,0.8074,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Barrier,6.7,0,0,1,-0.7152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Cuomo Prime Time,4.7,3,0,2,-0.1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backroads USA,7.7,7,0,1,-0.0258,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Secret Life Underground,7.0,0,0,1,0.1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen Boss,6.8,3,0,1,0.9136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Midnight Beast,6.1,8,0,2,0.8214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rachel Dratch's Late Night Snack,4.5,4,0,2,-0.4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Fight Factory,6.9,8,0,1,0.8442,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
天国的嫁衣,5.6,16,0,1,0.9501,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Murderers and Their Mothers,5.4,4,0,2,-0.9917,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Between the Sky and Sea,4.8,2,0,1,0.296,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Polar Bear Town,8.3,5,0,2,0.4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Coming Home,8.7,9,0,2,0.7964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Hogfather,7.8,14,0,1,0.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Breed All About It,7.9,21,0,6,0.7906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starmyu,6.9,5,0,3,0.9653,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Object of Murder,7.2,1,0,1,-0.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LittleBabyBum,9.0,9,0,2,-0.296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrying the Game,5.8,8,0,3,0.4215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Love Cuisine,8.1,5,0,1,0.8271,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kitchen Job,7.4,12,0,2,0.5106,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Model Latina,7.0,12,0,5,0.836,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Platinum Weddings,5.0,14,0,5,0.3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Moyers & Company,7.2,8,0,7,0.9017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Chefs of the World,8.1,22,0,1,0.8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sexy Central,6.8,1,0,1,0.4019,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
King of the Crown,8.2,11,0,1,0.1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wedded to Perfection,6.4,11,0,1,0.9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiddy Girl-and,6.4,11,0,1,0.3612,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HobbyKids Adventures,2.7,1,0,1,0.8458,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Staten Island Hustle,5.1,2,0,1,0.7832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Making It In Music City,7.4,3,0,1,0.1779,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What History Forgot,7.1,5,0,2,0.9022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
World War II: Witness to War,7.9,3,0,1,-0.9607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Last 24,8.0,2,0,2,-0.7906,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Miss Universe,3.2,60,0,4,0.1548,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Iolanta/Perséphone,7.8,8,0,1,0.7947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LUPIN THE 3rd PART 5,6.8,2,0,3,0.3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster Strike,4.9,5,0,4,-0.7076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The New V.I.P.'s,6.8,3,0,1,-0.5267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Weight of the Nation for Kids,6.8,8,0,1,-0.296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Ever Do This at Home,3.2,7,1,2,-0.839,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Secret Life of Lakes,8.6,5,0,1,-0.2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Oath,7.7,9,0,1,0.743,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Stephen Tompkinson's Australian Balloon Adventure,6.6,10,0,1,0.9958,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Log Cabin Fever,7.7,4,0,2,0.0516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パズドラクロス,5.6,4,0,2,0.986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Thermae Romae,5.6,8,0,1,0.8828,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Scene of the Crime with Tony Harris,7.3,3,0,2,-0.8885,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Very Superstitious with George Lopez,6.7,2,0,1,0.7845,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Polar Bear Family and Me,8.0,7,0,1,0.6956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chef School,5.8,12,0,2,-0.5267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotti's Way,3.5,13,0,2,0.9922,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Ancient Warriors,6.3,26,0,1,-0.296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Family,7.7,7,0,1,0.9109,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Strahan & Sara,3.6,1,0,1,-0.5106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941 and the man of steel,7.4,9,0,1,0.6983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Guy's Big Bite,6.7,14,0,19,0.8615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Going from Broke,4.7,1,0,1,-0.3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Legends of the Wild,7.5,0,0,1,0.5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Russell Simmons Presents Brave New Voices,6.2,11,0,1,0.9497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
New York's Funniest,3.4,4,0,1,0.9618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Jinki: Extend,6.1,13,0,1,-0.0026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Urban Vegetarian,5.1,3,0,1,0.9081,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Robert Verdi Show Starring Robert Verdi,5.2,10,0,1,0.2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rinshi!! Ekoda-chan,6.0,9,0,1,0.5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tairuzu obu za abisu,6.9,12,0,1,0.2023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Jaime Maussan Show,5.4,10,0,1,-0.296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hairy Bikers: Chicken & Egg,6.9,4,0,1,0.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Good Life,5.7,6,0,1,0.4215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Fat Chance,3.2,4,0,1,0.938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Crews Saves Christmas,7.3,4,0,1,0.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rich Bride, Poor Bride",5.9,14,0,6,0.5267,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Witcher: A Look Inside the Episodes,7.7,0,0,1,-0.296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Concertino,7.7,9,0,1,0.6249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales of Nature,7.7,0,0,1,-0.5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lugar de Mulher,4.2,1,0,1,0.3818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Black Card Revoked,3.9,2,0,1,0.5267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Blue Zoo,8.1,6,0,1,0.9451,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Stupid Morning Bullshit,8.1,3,0,3,-0.7447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Emancipation Road,6.7,6,0,1,0.6723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hair Goddess,7.9,3,0,1,0.6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Destino Rusia,7.9,2,0,1,-0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mobile Suit Gundam Unicorn RE:0096,7.7,4,0,1,0.3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
